Date,Close,High,Low,Open,Volume
2020-04-09,65.1070,65.61238,64.30776,65.27954,161834800
2020-04-13,66.3849,66.49428,64.58229,65.18480,131022800
2020-04-14,69.7376,70.02914,67.55109,68.02484,194994800
2020-04-15,69.1011,69.56270,68.17791,68.60792,131154400
2020-04-16,69.6501,70.01698,68.59575,69.81776,157125200
2020-04-17,68.7051,69.71332,67.26199,69.16426,215250000
2020-04-20,67.2790,68.43298,67.25956,67.52680,130015200
2020-04-21,65.1994,67.35672,64.48509,67.12106,180991600
2020-04-22,67.0774,67.51465,66.12987,66.47241,116862400
2020-04-23,66.8174,68.44999,66.77852,67.02146,124814400
2020-04-24,68.7464,68.75611,67.29600,67.34460,126161200
2020-04-27,68.7950,69.12783,68.01270,68.46215,117087600
2020-04-28,67.6799,69.44121,67.58754,69.25900,112004800
2020-04-29,69.9028,70.37414,68.96991,69.17399,137280800
2020-04-30,71.3775,71.55482,70.05341,70.44455,183064000
2020-05-01,70.2284,72.64081,69.44607,69.54325,240616800
2020-05-04,71.2220,71.35078,69.56027,70.25266,133568000
2020-05-05,72.2910,73.12670,71.53783,71.68360,147751200
2020-05-06,73.0368,73.67090,72.60922,72.99551,142333600
2020-05-07,73.7924,74.13978,73.36235,73.66603,115215200
2020-05-08,75.5488,75.60234,74.12611,74.45497,133838400
2020-05-11,76.7375,77.23446,74.84471,75.05422,145946400
2020-05-12,75.8605,77.87759,75.73875,77.42448,162301200
2020-05-13,74.9446,76.96652,73.86300,76.04082,200622400
2020-05-14,75.4050,75.46591,73.45375,74.17969,158929200
2020-05-15,74.9592,75.00552,73.13221,73.16632,166348400
2020-05-18,76.7253,77.10050,75.59503,76.28930,135178400
2020-05-19,76.2820,77.59259,76.25034,76.74241,101729600
2020-05-20,77.7655,77.83618,77.10537,77.14435,111504800
2020-05-21,77.1858,78.16992,76.94703,77.62668,102688800
2020-05-22,77.6827,77.76554,76.82036,76.92267,81803200
2020-05-26,77.1565,78.98597,77.10049,78.80571,125522000
2020-05-27,77.4927,77.63886,76.26981,77.01281,112945200
2020-05-28,77.5268,78.79111,76.88857,77.16627,133560800
2020-05-29,77.4513,78.23327,77.09321,77.77043,153532400
2020-06-01,78.4038,78.52560,77.27347,77.40502,80791200
2020-06-02,78.7668,78.79113,77.69248,78.13584,87642800
2020-06-03,79.2004,79.46346,78.51340,79.08831,104491200
2020-06-04,78.5183,79.32216,78.14312,79.02253,87560400
2020-06-05,80.7546,80.81546,78.73996,78.76919,137250400
2020-06-08,81.2320,81.26613,79.73630,80.45005,95654400
2020-06-09,83.7972,84.19179,80.87879,80.91046,147712400
2020-06-10,85.9531,86.42322,84.30874,84.74966,166651600
2020-06-11,81.8264,85.51945,81.72411,85.09314,201662400
2020-06-12,82.5329,84.72530,81.41717,83.97500,200146000
2020-06-15,83.5535,84.20884,81.01763,81.18085,138808800
2020-06-16,85.7679,86.04076,83.97500,85.61689,165428800
2020-06-17,85.6486,86.57668,85.52675,86.51578,114406400
2020-06-18,85.6826,86.10164,85.07119,85.60469,96820400
2020-06-19,85.1930,86.85926,84.07975,86.39155,264476000
2020-06-22,87.4220,87.56571,85.54136,85.58765,135445200
